,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited,Binned-Age
7963,630,37,6,0.0,2,1,1,82647.65,0,3,970,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
7964,564,30,0,100954.88,2,0,0,134175.15,0,1,747,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
7965,625,51,4,124620.01,2,1,0,92243.94,1,4,513,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
7966,677,34,4,0.0,2,1,1,6175.53,0,4,839,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
7967,583,40,9,112701.04,1,0,0,29213.63,0,3,301,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
7968,592,45,8,84692.5,1,0,1,67214.02,0,5,551,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
7969,637,49,2,108204.52,1,1,0,169037.84,1,3,675,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
7970,850,30,6,86449.39,1,1,1,188809.23,0,2,755,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
7971,633,42,10,0.0,1,0,1,79408.17,0,2,660,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
7972,751,36,5,73194.99,1,1,1,89222.66,0,3,301,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
7973,592,31,7,124593.23,1,1,0,86079.67,0,2,326,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
7974,716,50,2,119655.77,1,1,1,12944.17,1,4,496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,41-60
7975,641,42,3,121765.37,2,1,1,166516.84,0,5,433,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
7976,849,35,4,110837.73,1,0,0,126419.8,0,3,599,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
7977,647,47,10,99835.17,1,0,1,89103.05,0,3,554,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
7978,608,30,2,91057.37,2,1,0,132973.17,0,4,379,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
7979,555,26,7,0.0,2,1,0,93122.41,0,3,591,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
7980,497,27,7,149400.27,1,0,0,167522.19,0,4,423,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
7981,599,38,9,89111.63,1,0,0,157239.6,0,3,600,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
7982,545,33,1,132527.9,2,0,1,107429.71,0,5,898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
7983,774,36,9,114997.42,1,1,0,75304.09,0,2,244,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
7984,464,46,6,161798.53,1,1,0,182944.47,0,5,343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
7985,696,27,2,96129.32,2,1,1,5983.7,0,1,459,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
7986,667,45,3,0.0,2,0,0,163655.01,0,1,814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
7987,812,32,5,133050.97,2,1,0,89385.92,0,2,240,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
7988,516,51,8,120124.35,2,0,1,168773.54,0,2,286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
7989,645,39,8,0.0,2,0,0,96864.36,0,5,287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
7990,664,32,5,133705.74,1,0,0,134455.84,0,1,977,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
7991,427,39,9,0.0,2,1,0,28368.37,0,2,489,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
7992,685,40,7,0.0,2,1,0,103898.59,0,2,858,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
7993,585,33,4,152805.05,1,1,0,63239.65,0,1,385,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
7994,519,21,1,151701.45,3,1,1,170138.68,1,1,623,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,21-40
7995,708,67,1,0.0,2,0,1,3837.08,0,1,652,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,61-80
7996,717,22,5,112465.06,1,1,1,92977.75,0,3,250,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
7997,465,24,6,156007.09,1,1,0,191368.37,0,4,865,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
7998,829,28,3,132405.52,3,1,0,104889.2,1,1,536,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,21-40
7999,826,26,5,142662.68,1,0,0,60285.3,0,3,334,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8000,747,36,8,102603.3,2,1,1,180693.61,0,3,751,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8001,707,32,9,0.0,2,1,0,126475.79,0,2,947,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8002,590,37,1,0.0,2,0,0,133535.99,0,2,930,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8003,603,57,6,105000.85,2,1,1,87412.24,1,3,281,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
8004,615,45,5,0.0,2,1,1,164886.64,0,4,537,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
8005,634,36,1,69518.95,1,1,0,116238.39,0,5,541,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
8006,716,41,8,126145.54,2,1,1,138051.19,0,5,992,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8007,647,41,4,138937.35,1,1,1,101617.64,1,5,918,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
8008,591,44,10,113581.98,1,1,0,1985.41,0,5,645,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8009,574,34,1,112572.39,1,0,0,165626.6,0,3,788,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8010,467,51,10,114514.71,2,1,0,177784.68,1,2,681,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,41-60
8011,701,35,2,0.0,2,1,1,65765.22,0,5,939,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
8012,747,34,10,0.0,2,1,1,50759.8,0,3,740,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8013,650,32,2,84906.45,1,1,0,163216.48,0,1,902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8014,731,39,2,126816.18,1,1,1,74850.93,0,1,403,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8015,638,26,1,105249.76,2,1,1,23491.09,0,4,711,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8016,569,41,2,0.0,2,1,0,134272.57,0,5,991,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8017,459,50,5,109387.9,1,1,0,155721.15,0,3,894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
8018,632,23,3,122478.51,1,1,0,147230.77,1,5,390,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,21-40
8020,850,46,2,157866.77,1,1,1,18986.12,0,3,482,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8021,512,41,6,0.0,1,1,1,100507.81,0,3,920,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
8022,616,31,3,136789.14,1,1,0,59346.4,1,1,861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
8023,664,36,1,0.0,2,1,1,95372.64,0,4,507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8024,694,30,10,144684.03,1,1,1,31805.49,0,5,412,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8025,655,24,9,107065.31,1,1,1,51959.82,0,5,873,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8026,607,33,8,91301.72,1,0,1,130824.57,0,5,480,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8027,684,39,4,207034.96,2,0,0,157694.76,1,4,800,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,21-40
8028,763,37,8,0.0,2,1,1,933.38,0,1,560,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8029,671,50,8,0.0,1,0,1,2560.11,0,1,678,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
8030,592,38,3,0.0,1,1,1,12905.89,1,1,983,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,21-40
8031,666,36,6,0.0,2,1,0,176692.87,0,3,990,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8032,667,34,5,0.0,2,1,1,102908.63,0,4,927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8033,850,36,6,0.0,2,0,1,41291.05,0,2,234,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8034,622,42,9,0.0,2,1,0,119127.06,0,5,884,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8035,577,30,8,92472.1,2,0,1,126434.61,0,4,569,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8036,555,21,1,0.0,2,0,0,103901.35,0,1,599,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8037,547,62,10,127738.75,2,1,1,85153.0,0,4,666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,61-80
8038,613,50,5,101242.98,2,1,0,12493.61,0,4,574,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
8039,672,43,4,92599.55,2,1,1,167336.78,0,4,274,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8040,624,36,10,0.0,2,0,1,186180.42,0,5,230,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8041,698,50,1,0.0,4,1,0,88566.9,1,3,341,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
8042,606,37,6,82373.94,1,0,0,172526.9,1,3,632,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,21-40
8043,720,31,4,141356.47,1,0,0,137985.69,0,2,637,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8044,835,23,9,0.0,1,1,0,19793.73,1,4,955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,21-40
8045,771,47,3,72664.0,2,1,1,107874.39,0,4,862,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8046,811,47,3,123365.34,2,0,0,171995.34,0,4,601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8047,734,33,5,121898.58,1,1,0,61829.89,0,4,659,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8048,548,33,6,0.0,1,1,1,31728.35,0,4,855,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8049,652,31,3,103696.97,3,0,0,155221.05,1,4,897,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,21-40
8050,707,33,2,0.0,2,0,0,130866.95,0,4,993,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8051,605,56,1,74129.18,2,1,1,62199.78,1,1,969,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
8052,623,34,9,0.0,1,1,0,24255.21,0,1,333,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8053,686,29,3,185379.02,1,1,0,64679.07,0,3,713,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8054,525,47,1,118087.68,1,1,0,88120.78,1,3,310,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
8055,657,41,8,109402.13,1,1,1,66463.62,0,4,988,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
8056,730,33,7,130367.87,1,1,0,15142.1,1,2,910,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
8057,816,34,2,108410.87,2,1,0,102908.91,0,4,555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
8058,484,50,2,90408.16,2,0,0,48170.57,0,5,959,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8059,728,34,6,90425.15,2,1,1,11597.69,0,1,439,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8060,730,39,6,140094.59,1,1,0,172450.04,1,4,408,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
8061,477,31,9,0.0,2,0,1,184061.17,0,1,295,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8062,663,46,6,95439.4,1,1,1,21038.58,1,4,825,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
8063,549,34,6,204017.4,2,1,0,109538.35,0,1,872,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8064,714,29,9,0.0,2,1,0,129192.55,0,3,323,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8065,430,49,3,137115.16,1,1,0,146516.86,1,1,404,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,41-60
8066,504,43,5,134740.19,2,1,0,181430.91,0,1,640,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8067,530,29,5,0.0,2,0,0,121451.21,0,4,696,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8068,619,29,4,98955.87,1,0,1,131712.51,0,2,337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8069,617,44,9,49157.09,2,1,0,53294.17,0,3,635,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
8070,791,31,1,130240.33,1,0,0,96546.55,0,1,608,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8071,609,48,1,108019.27,3,1,1,184524.65,1,5,559,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,41-60
8072,780,51,4,126725.25,1,1,0,195259.31,1,3,744,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
8073,777,34,5,96693.66,1,1,1,172618.52,0,2,971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8074,817,27,7,129810.6,1,1,1,59259.44,0,5,675,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8075,850,58,8,156652.13,1,0,0,25899.21,1,3,451,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,41-60
8076,732,36,9,0.0,1,0,0,3749.0,1,1,748,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,21-40
8077,693,40,4,130661.96,1,1,1,101918.96,0,3,910,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8078,576,50,8,0.0,2,1,1,57802.62,0,4,905,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
8079,643,37,6,0.0,2,0,0,142454.77,0,1,604,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8080,757,47,3,130747.1,1,1,0,143829.54,0,1,303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8081,569,30,6,106629.49,1,0,1,44114.88,0,4,644,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8082,772,36,3,112029.83,1,1,1,186948.35,0,2,776,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8083,576,29,7,130575.26,1,0,1,173629.78,0,3,233,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8084,608,28,4,96679.71,1,1,1,49133.45,0,3,988,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8085,794,33,0,0.0,2,0,0,178122.71,0,1,755,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8086,593,50,6,171740.69,1,0,0,20893.61,0,4,602,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8087,597,38,1,0.0,2,1,0,41303.29,0,3,476,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8088,541,39,9,100116.67,1,1,1,199808.1,1,2,635,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
8089,692,24,2,120596.93,1,0,1,180490.53,0,5,466,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8090,697,48,1,0.0,2,1,1,87400.53,0,5,553,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,41-60
8091,768,29,2,95984.69,2,1,1,73686.75,0,5,631,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8092,802,38,1,142557.11,1,1,1,172497.73,0,4,670,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8093,584,47,5,0.0,2,1,0,89286.29,0,5,343,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
8094,614,66,2,0.0,2,0,1,180082.7,0,5,778,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,61-80
8095,850,36,6,143644.16,1,1,0,22102.25,1,3,728,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
8096,671,38,6,132129.72,1,0,1,76068.95,0,1,593,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8097,626,52,0,0.0,2,1,0,32159.46,1,3,959,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
8098,770,68,2,183555.24,1,0,0,159557.28,1,5,561,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,61-80
8099,633,38,2,91902.56,2,1,1,107673.35,0,5,913,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8100,663,40,6,156218.19,1,0,1,33607.72,0,5,375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8101,581,43,5,93259.57,3,1,0,141035.65,1,5,276,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
8102,561,45,2,168085.38,2,0,1,115719.08,0,4,998,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8103,479,51,1,107714.74,3,1,0,86128.21,1,2,451,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
8104,769,31,6,117852.26,2,1,0,147668.64,0,5,533,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8105,659,60,2,0.0,1,1,0,177480.45,1,2,365,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,41-60
8106,590,51,10,84474.62,2,1,1,190937.09,0,3,690,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
8107,560,50,3,0.0,2,1,0,84531.79,0,2,308,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8108,437,35,6,126803.34,2,1,1,161133.4,0,3,628,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8109,661,34,0,0.0,2,1,0,185555.63,0,5,996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8110,677,36,10,68806.84,1,1,0,33075.24,0,3,772,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8111,560,31,3,115141.18,1,1,0,39806.75,0,5,558,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8112,578,35,2,0.0,2,0,1,26389.92,0,1,579,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8113,421,34,6,90723.36,1,1,1,12162.76,0,5,417,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8114,492,49,2,151249.45,2,1,1,167237.94,0,4,543,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,41-60
8115,545,32,6,0.0,2,1,1,52067.37,0,5,277,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8116,640,43,9,94752.49,1,1,0,184006.36,1,4,523,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
8117,624,34,6,0.0,1,1,0,582.59,1,5,468,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
8118,577,28,7,0.0,1,1,0,143274.41,0,2,987,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8119,704,31,5,132084.66,3,1,1,54474.48,1,4,246,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,21-40
8120,523,45,5,0.0,2,1,1,121428.2,0,2,386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8121,793,35,2,0.0,2,1,1,79704.12,0,4,347,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8122,564,53,2,45472.28,1,1,1,41055.71,1,5,286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
8123,711,33,1,0.0,1,0,0,41590.4,0,3,824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8124,791,33,10,130229.71,2,0,0,54019.93,1,1,414,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
8125,629,38,9,123948.85,1,1,0,76053.07,0,5,564,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8126,729,39,6,127415.85,1,1,1,184977.2,1,3,902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,21-40
8127,651,35,8,110067.71,1,1,0,127678.95,1,2,689,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,21-40
8128,695,39,4,65521.2,1,1,1,1243.97,0,5,494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8129,847,31,5,0.0,2,1,1,76326.67,0,4,791,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8130,704,47,5,0.0,2,1,1,145338.61,0,4,308,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
8131,613,33,3,155736.42,2,1,1,57751.21,0,4,633,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
8132,692,29,4,0.0,2,0,0,138880.24,0,2,983,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8133,720,34,3,118307.57,2,1,1,136120.29,0,2,410,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
8134,577,41,6,0.0,1,1,1,167621.18,0,2,545,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
8135,710,24,7,103099.17,2,1,0,173276.62,0,1,621,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8136,716,38,1,0.0,2,1,1,99661.46,0,2,266,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8137,410,33,6,125789.69,1,0,0,66333.56,1,3,816,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,21-40
8138,584,36,4,109646.83,1,1,1,70240.79,0,1,990,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
8139,792,30,1,127187.86,1,1,1,113553.42,0,3,921,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8140,605,36,6,0.0,1,0,1,690.84,0,4,373,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8141,486,24,1,0.0,1,1,0,98802.76,0,5,937,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8142,615,41,4,130385.82,1,0,1,130661.95,0,2,448,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
8143,676,23,1,107787.47,1,0,1,116378.82,0,5,597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
8144,571,34,1,99325.04,2,0,1,186052.15,0,3,922,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
8145,850,37,9,0.0,1,0,0,100101.06,0,5,814,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
8146,717,48,7,123764.95,1,1,1,169952.82,0,5,652,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
8147,642,39,8,128264.03,1,1,0,61792.76,1,1,280,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
8148,780,47,7,86006.21,1,1,1,37973.13,0,1,348,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
8149,492,38,8,57068.43,2,1,0,188974.81,0,3,914,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
8150,760,29,5,103607.24,2,0,1,86334.64,0,2,588,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8151,500,40,1,99004.24,1,1,1,152845.99,0,5,481,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
8152,654,36,2,0.0,2,1,1,146652.11,0,1,576,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
8153,606,25,3,147386.72,3,1,0,45482.04,1,5,405,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,21-40
