,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited
7474,683,0,42,4,148283.94,1,1,1,44692.63,1,4,268,1,0,0,0,0,0,1,1
7475,748,1,35,5,105492.53,1,1,1,150057.2,0,4,811,0,0,1,0,1,0,0,0
7476,699,1,27,1,0.0,2,1,0,93003.21,0,5,476,1,0,0,0,0,1,0,0
7477,842,1,46,9,0.0,1,0,0,17268.02,0,1,675,0,0,1,0,0,0,1,0
7478,659,1,32,9,95377.13,1,0,1,187551.24,0,2,846,1,0,0,0,0,0,1,0
7479,608,1,42,5,0.0,2,1,0,178504.29,0,4,403,1,0,0,1,0,0,0,0
7480,613,1,38,9,67111.65,1,1,0,78566.64,1,3,599,0,1,0,0,0,0,1,1
7481,548,0,35,10,0.0,1,1,1,31299.71,0,5,638,1,0,0,0,0,0,1,0
7482,663,1,31,4,103430.11,2,0,1,36479.27,0,4,992,0,0,1,0,1,0,0,0
7483,431,1,45,5,83624.55,2,0,0,36899.62,0,2,838,0,1,0,1,0,0,0,0
7484,593,0,35,6,133489.12,2,1,1,78101.29,0,4,864,1,0,0,1,0,0,0,0
7485,709,1,44,9,128601.98,1,1,0,117031.2,0,4,223,1,0,0,0,1,0,0,0
7486,850,1,61,3,141784.02,1,1,1,92053.75,0,1,781,0,1,0,0,0,0,1,0
7487,762,0,60,10,168920.75,1,1,0,31445.03,1,4,909,0,0,1,0,0,0,1,1
7488,628,1,38,10,113525.84,1,1,0,46044.48,1,5,491,0,1,0,0,0,1,0,1
7489,647,1,35,4,123761.68,1,1,0,83910.4,0,4,713,1,0,0,0,0,1,0,0
7490,724,1,37,6,125489.4,1,1,0,118570.53,0,4,880,0,1,0,0,0,0,1,0
7491,546,0,47,8,0.0,1,1,1,66408.01,1,3,432,1,0,0,0,0,0,1,1
7492,646,1,24,8,0.0,2,0,0,92612.88,0,3,239,1,0,0,0,1,0,0,0
7493,701,0,42,5,0.0,2,0,0,24210.56,0,1,282,0,0,1,0,1,0,0,0
7494,527,1,32,0,0.0,1,1,0,109523.88,0,3,987,1,0,0,0,0,0,1,0
7495,678,1,66,8,0.0,2,1,1,47117.03,0,1,636,1,0,0,0,0,1,0,0
7496,564,0,27,6,0.0,1,0,0,7819.76,0,5,602,1,0,0,0,0,1,0,0
7497,772,1,36,3,112029.83,1,1,1,186948.35,0,2,776,0,0,1,0,0,0,1,0
7498,652,1,31,2,119148.55,1,0,0,149740.22,0,1,718,1,0,0,0,0,1,0,0
7499,645,0,37,2,136925.09,2,0,1,153400.24,0,3,739,0,1,0,0,0,1,0,0
7500,653,1,44,8,0.0,2,1,1,154639.72,0,3,382,1,0,0,0,0,1,0,0
7501,808,1,39,3,124216.93,1,0,1,171442.36,0,5,471,0,1,0,0,0,0,1,0
7502,590,0,32,0,127763.24,1,1,0,100717.54,0,2,417,1,0,0,1,0,0,0,0
7503,625,1,43,8,201696.07,1,1,0,133020.9,1,4,538,1,0,0,0,1,0,0,1
7504,642,1,18,5,111183.53,2,0,1,10063.75,0,5,642,0,1,0,0,1,0,0,0
7505,689,1,73,1,108555.07,1,0,1,167969.15,0,1,623,0,0,1,0,0,1,0,0
7506,674,0,31,1,0.0,1,1,0,128954.05,0,2,778,1,0,0,0,0,0,1,0
7507,604,1,41,3,0.0,1,0,0,11819.84,0,4,536,0,0,1,0,0,1,0,0
7508,604,1,28,7,0.0,2,0,0,58595.64,0,3,223,1,0,0,0,0,0,1,0
7509,738,0,37,8,100565.94,1,1,1,128799.86,0,3,503,0,0,1,1,0,0,0,0
7510,584,1,36,4,82696.09,2,0,0,83058.14,0,5,925,0,0,1,0,0,1,0,0
7511,722,0,47,2,88011.4,1,1,1,90655.94,1,3,691,1,0,0,0,0,0,1,1
7512,615,0,29,7,143330.56,2,1,1,126396.01,0,1,229,0,0,1,1,0,0,0,0
7513,478,1,35,1,92474.05,1,1,0,178626.07,0,1,219,1,0,0,0,0,0,1,0
7514,819,1,38,9,122334.26,2,1,1,181507.44,0,1,586,1,0,0,0,0,0,1,0
7515,714,1,44,7,0.0,1,0,1,6923.11,0,2,902,0,0,1,1,0,0,0,0
7516,644,1,34,9,112746.54,2,0,0,141230.07,0,3,615,0,1,0,1,0,0,0,0
7517,594,1,23,5,156267.59,1,1,0,160968.44,0,2,871,1,0,0,0,1,0,0,0
7518,583,0,31,4,158978.79,1,1,0,12538.92,0,4,862,1,0,0,1,0,0,0,0
7519,698,1,56,1,112414.81,2,0,0,93982.02,1,4,257,0,1,0,1,0,0,0,1
7520,511,0,40,9,124401.6,1,1,0,198814.24,1,1,946,0,1,0,1,0,0,0,1
7521,579,0,39,5,117833.3,3,0,0,5831.0,1,3,778,0,1,0,0,1,0,0,1
7522,619,0,45,0,0.0,2,0,0,113645.4,0,4,315,0,0,1,0,0,0,1,0
7523,850,1,35,2,0.0,2,1,1,56991.66,0,5,288,1,0,0,1,0,0,0,0
7524,457,0,38,7,164496.99,1,1,1,163327.27,0,3,929,1,0,0,0,0,0,1,0
7525,780,1,34,5,94108.54,2,1,0,177235.21,0,5,581,0,1,0,0,0,1,0,0
7526,673,0,40,5,137494.28,1,1,0,81753.92,0,1,748,1,0,0,0,0,0,1,0
7527,594,0,38,7,96858.35,1,1,0,77511.45,0,1,797,0,0,1,1,0,0,0,0
7528,777,1,43,1,0.0,2,1,0,21785.91,0,2,984,1,0,0,0,1,0,0,0
7529,745,0,31,3,124328.84,1,1,1,140451.52,0,5,924,0,0,1,0,1,0,0,0
7530,629,1,32,3,0.0,2,1,1,15404.64,0,1,601,0,0,1,0,0,0,1,0
7531,526,1,61,6,133845.28,2,1,1,45180.8,0,1,592,0,1,0,0,1,0,0,0
7532,464,1,33,8,164284.72,2,1,1,3710.34,0,4,406,0,1,0,0,1,0,0,0
7533,707,0,40,3,109628.44,1,1,0,189366.03,0,2,361,0,1,0,0,0,1,0,0
7534,761,1,27,8,0.0,2,1,0,63297.7,0,5,494,0,0,1,0,0,0,1,0
7535,753,0,36,7,128518.98,1,1,1,44567.83,1,4,358,1,0,0,0,0,1,0,1
7536,770,0,33,4,0.0,1,1,0,26080.54,1,4,577,1,0,0,1,0,0,0,1
7537,556,0,39,9,89588.35,1,1,1,94898.1,0,1,827,1,0,0,1,0,0,0,0
7538,756,1,31,10,122647.32,1,0,0,61666.87,0,1,280,1,0,0,0,1,0,0,0
7539,835,1,25,7,0.0,2,1,1,83449.65,0,3,343,1,0,0,0,0,0,1,0
7540,811,1,39,7,0.0,2,1,1,177519.39,0,3,363,0,0,1,0,1,0,0,0
7541,542,1,35,2,174894.53,1,1,1,22314.55,0,4,380,0,0,1,1,0,0,0,0
7542,644,1,37,2,186347.97,2,1,0,92809.73,0,4,499,1,0,0,0,0,0,1,0
7543,688,0,46,8,155681.72,1,1,0,26287.21,0,3,984,0,0,1,0,0,0,1,0
7544,601,0,40,3,92055.36,1,0,1,164652.02,1,5,543,1,0,0,0,1,0,0,1
7545,438,1,59,7,127197.14,1,1,0,51565.98,1,2,550,0,1,0,0,0,1,0,1
7546,691,1,35,6,0.0,2,0,1,178038.17,0,4,686,0,0,1,0,1,0,0,0
7547,731,0,52,10,0.0,1,1,1,24998.75,1,1,333,1,0,0,1,0,0,0,1
7548,553,1,53,5,127997.83,1,1,0,165378.66,1,2,775,0,1,0,0,0,0,1,1
7549,636,1,45,3,0.0,2,1,1,159463.8,0,3,306,0,0,1,0,1,0,0,0
7550,590,1,37,1,0.0,2,0,0,133535.99,0,2,930,0,0,1,0,1,0,0,0
7551,669,1,22,10,0.0,2,1,0,176163.74,0,3,408,0,0,1,0,0,1,0,0
7552,538,1,40,8,0.0,2,1,1,25554.4,0,1,879,0,0,1,1,0,0,0,0
7553,650,1,41,3,128808.65,3,0,0,113677.53,1,2,676,0,0,1,1,0,0,0,1
7554,662,1,38,0,105271.56,1,0,1,179833.45,0,1,539,1,0,0,0,1,0,0,0
7555,520,1,38,5,0.0,2,1,0,163185.76,0,3,651,1,0,0,0,0,0,1,0
7556,798,0,49,5,132571.67,1,1,1,31686.33,1,2,863,0,1,0,1,0,0,0,1
7557,675,0,34,10,84944.58,1,0,0,146230.63,0,1,248,1,0,0,0,0,1,0,0
7558,850,1,37,4,137204.77,1,1,1,28865.59,0,5,687,0,0,1,1,0,0,0,0
7559,667,0,48,1,97133.92,2,0,0,113316.77,1,5,736,0,1,0,0,1,0,0,1
7560,788,0,49,4,137455.99,1,1,0,184178.29,1,1,423,0,1,0,0,0,0,1,1
7561,714,1,35,3,0.0,2,1,1,95623.28,0,2,253,1,0,0,0,0,1,0,0
7562,604,1,36,10,113546.3,1,1,1,134875.37,0,1,582,0,1,0,1,0,0,0,0
7563,694,1,39,3,0.0,1,1,1,95625.03,0,3,550,0,0,1,0,0,0,1,0
7564,558,0,32,1,108262.87,1,1,1,6935.31,0,3,259,0,1,0,0,0,1,0,0
7565,555,1,48,3,142055.41,2,0,1,79134.78,0,3,263,0,1,0,0,0,0,1,0
7566,727,1,46,3,115248.11,4,1,0,130752.01,1,3,343,0,1,0,1,0,0,0,1
7567,682,0,52,5,112670.48,1,1,0,21085.17,1,5,336,1,0,0,0,0,1,0,1
7568,714,1,28,6,122724.37,1,1,1,67057.27,0,1,892,1,0,0,1,0,0,0,0
7569,687,0,35,1,110752.15,2,1,1,47921.22,0,5,529,1,0,0,0,1,0,0,0
7570,596,1,20,3,187294.46,1,1,0,103456.47,0,4,719,0,0,1,1,0,0,0,0
7571,497,1,41,9,0.0,1,0,0,22074.48,0,1,1000,1,0,0,0,0,1,0,0
7572,506,1,32,8,0.0,2,0,1,182692.8,0,4,671,0,0,1,1,0,0,0,0
7573,794,1,31,0,144880.34,2,0,1,175643.44,0,3,542,0,0,1,0,0,1,0,0
7574,812,0,49,8,66079.45,2,0,0,91556.57,1,5,632,0,0,1,0,1,0,0,1
7575,634,0,36,1,0.0,1,1,1,143960.72,0,3,972,0,0,1,0,1,0,0,0
7576,719,1,44,2,0.0,2,1,0,196582.19,0,5,660,0,0,1,0,1,0,0,0
7577,652,0,40,8,84390.8,2,0,1,107876.2,0,4,306,1,0,0,0,0,0,1,0
7578,678,0,54,1,123699.28,2,0,1,105221.76,0,1,664,0,1,0,0,1,0,0,0
7579,674,1,18,7,0.0,2,1,1,55753.12,1,5,603,1,0,0,1,0,0,0,1
7580,663,1,30,4,0.0,3,1,0,101371.05,0,1,604,0,0,1,1,0,0,0,0
7581,625,1,22,9,0.0,2,1,0,157072.91,0,2,599,1,0,0,0,0,1,0,0
7582,694,1,38,7,121527.4,1,1,0,113481.02,0,4,582,0,0,1,0,0,1,0,0
7583,779,0,55,0,133295.98,1,1,0,22832.71,1,2,384,0,0,1,1,0,0,0,1
7584,445,1,45,10,0.0,2,0,1,90977.48,0,1,797,0,0,1,0,0,0,1,0
7585,712,0,42,1,87842.98,1,0,0,92223.59,0,4,927,1,0,0,0,0,1,0,0
7586,531,1,44,3,0.0,2,1,1,34416.79,0,5,924,1,0,0,0,0,1,0,0
7587,752,1,44,6,83870.33,1,1,0,178722.24,0,3,238,0,0,1,0,0,0,1,0
7588,704,1,47,5,0.0,2,1,1,145338.61,0,4,308,1,0,0,0,1,0,0,0
7589,670,0,50,8,138340.06,1,0,1,3159.15,0,1,603,1,0,0,0,0,0,1,0
7590,701,1,36,8,0.0,2,1,0,169161.46,0,2,689,0,0,1,1,0,0,0,0
7591,676,1,48,1,131659.59,2,0,1,14152.15,0,5,438,0,0,1,1,0,0,0,0
7592,474,1,37,3,98431.37,1,0,0,75698.44,0,4,972,1,0,0,1,0,0,0,0
7593,733,1,39,1,0.0,2,1,1,141841.31,0,5,367,1,0,0,0,0,0,1,0
7594,750,1,43,6,113882.31,1,1,1,74564.41,0,5,526,1,0,0,0,0,0,1,0
7595,850,0,70,5,0.0,1,1,1,705.18,0,1,283,0,0,1,1,0,0,0,0
7596,554,1,26,8,149134.46,1,1,1,177966.24,0,1,631,0,0,1,0,0,0,1,0
7597,635,1,34,3,134692.4,2,1,1,83773.02,0,4,246,1,0,0,0,0,1,0,0
7598,735,1,34,5,0.0,2,0,0,71095.41,0,1,898,0,0,1,0,0,1,0,0
7599,461,0,35,8,0.0,1,1,0,132295.95,0,3,963,0,0,1,0,0,0,1,0
7600,773,1,52,4,0.0,1,0,1,144113.42,0,4,748,1,0,0,0,0,0,1,0
7601,646,0,30,5,0.0,2,1,0,13935.32,0,3,786,1,0,0,1,0,0,0,0
7602,573,0,26,4,129109.02,1,0,0,149814.68,1,4,743,1,0,0,0,0,1,0,1
7603,758,1,35,5,0.0,2,1,0,95009.6,0,5,921,0,0,1,0,0,0,1,0
7604,700,0,27,6,137963.07,1,0,0,8996.79,0,1,781,1,0,0,0,1,0,0,0
7605,850,0,36,2,155180.56,2,0,0,169415.54,0,2,419,0,0,1,1,0,0,0,0
7606,742,0,44,8,107926.02,1,0,1,17375.27,1,1,696,0,1,0,1,0,0,0,1
7607,556,1,36,7,154872.08,2,1,1,32044.64,0,2,554,1,0,0,0,1,0,0,0
7608,713,0,26,4,122857.46,2,1,0,144682.17,1,1,709,0,0,1,0,0,1,0,1
7609,724,0,28,5,0.0,1,1,0,59351.68,0,4,697,1,0,0,1,0,0,0,0
7610,591,0,27,5,107812.67,1,0,1,162501.83,1,2,792,0,0,1,0,0,0,1,1
7611,684,0,34,6,0.0,2,1,1,130928.22,0,3,372,1,0,0,0,0,0,1,0
7612,555,1,42,6,107104.5,1,1,1,41304.44,1,4,824,0,1,0,0,0,1,0,1
7613,659,1,54,8,133436.52,1,1,0,56787.8,0,4,344,1,0,0,1,0,0,0,0
7614,459,1,26,4,149879.66,1,0,0,50016.17,0,1,872,1,0,0,1,0,0,0,0
7615,696,0,51,5,0.0,2,1,0,55022.43,0,4,509,0,0,1,0,0,0,1,0
7616,633,1,30,2,109786.82,2,1,1,139712.81,0,2,778,0,1,0,0,0,1,0,0
7617,760,1,38,6,162888.73,1,1,0,91098.76,1,2,528,1,0,0,0,1,0,0,1
7618,812,1,32,5,133050.97,2,1,0,89385.92,0,2,240,1,0,0,0,0,0,1,0
7619,595,1,30,9,130682.11,2,1,1,57862.88,0,2,632,0,1,0,1,0,0,0,0
7620,663,1,22,6,0.0,2,0,1,131827.15,0,4,476,1,0,0,0,0,1,0,0
7621,637,0,63,5,0.0,1,1,0,28092.77,1,1,252,1,0,0,0,0,1,0,1
7622,464,1,37,4,155994.15,1,0,0,143665.44,0,4,772,0,1,0,0,0,1,0,0
7623,543,1,42,7,0.0,1,1,1,56650.47,0,5,716,1,0,0,0,0,0,1,0
7624,502,0,32,1,173340.83,1,0,1,122763.95,0,1,434,0,1,0,0,0,1,0,0
7625,669,1,50,4,149713.61,3,1,1,124872.42,1,4,329,1,0,0,0,0,1,0,1
7626,683,1,36,5,115350.63,1,1,1,122305.91,0,5,398,1,0,0,1,0,0,0,0
7627,550,0,22,7,139096.85,1,1,0,129890.94,0,4,975,1,0,0,1,0,0,0,0
7628,850,0,43,2,125510.82,1,1,1,79084.1,0,5,425,0,0,1,0,1,0,0,0
7629,762,1,53,1,102520.37,1,1,1,170195.4,0,2,876,1,0,0,0,0,0,1,0
7630,744,1,44,5,120654.68,1,1,0,82290.81,0,4,790,0,0,1,1,0,0,0,0
7631,760,1,39,6,178585.46,1,1,0,67131.3,1,3,790,1,0,0,1,0,0,0,1
7632,612,0,26,4,0.0,2,1,1,179780.74,0,2,516,0,0,1,0,1,0,0,0
7633,687,1,33,9,135962.4,2,1,0,121747.96,0,1,493,0,1,0,0,0,1,0,0
7634,548,0,33,1,80107.83,2,0,1,82245.67,0,3,524,1,0,0,0,1,0,0,0
7635,545,1,37,9,95829.13,2,0,1,104936.88,0,5,406,0,1,0,0,1,0,0,0
7636,615,1,51,6,81818.49,1,1,1,169149.38,0,3,454,0,0,1,0,0,0,1,0
7637,534,1,27,9,0.0,2,1,0,161344.13,0,2,925,1,0,0,0,0,1,0,0
7638,613,1,34,3,0.0,1,1,1,41724.72,0,2,474,0,0,1,0,1,0,0,0
7639,848,1,40,3,110929.96,1,1,1,30876.84,0,3,844,0,0,1,0,1,0,0,0
7640,698,1,47,5,156265.31,2,0,0,1055.66,0,1,630,1,0,0,0,0,0,1,0
7641,658,0,24,2,0.0,2,1,1,84694.49,0,3,698,1,0,0,0,0,1,0,0
7642,653,0,43,6,0.0,2,1,1,7330.59,0,5,848,1,0,0,1,0,0,0,0
7643,645,1,49,8,0.0,2,1,0,162012.6,0,4,503,0,0,1,1,0,0,0,0
7644,837,0,29,9,0.0,2,1,1,41866.26,0,4,374,1,0,0,0,0,0,1,0
7645,689,1,34,1,165312.27,1,1,0,155495.63,0,3,326,1,0,0,1,0,0,0,0
7646,701,0,41,2,0.0,1,1,0,47856.78,0,4,916,1,0,0,0,1,0,0,0
7647,608,0,47,6,0.0,1,1,1,126012.57,0,5,725,1,0,0,0,0,0,1,0
7648,789,0,32,7,69423.52,1,1,0,107499.39,0,2,666,1,0,0,0,0,0,1,0
7649,757,1,31,1,127320.36,3,1,0,163170.32,0,5,892,0,1,0,0,0,1,0,0
7650,554,1,44,7,85304.27,1,1,1,58076.52,0,4,895,1,0,0,0,1,0,0,0
7651,557,1,48,10,0.0,2,1,1,185094.48,0,5,933,0,0,1,0,0,1,0,0
7652,711,1,36,8,0.0,2,1,0,55207.41,0,3,410,0,0,1,0,1,0,0,0
7653,685,0,40,7,0.0,2,1,0,103898.59,0,2,858,1,0,0,0,0,1,0,0
7654,734,0,37,0,152760.24,1,1,1,48990.5,0,4,763,0,0,1,1,0,0,0,0
7655,508,0,60,7,143262.04,1,1,1,129562.74,0,3,727,1,0,0,0,1,0,0,0
7656,554,0,44,9,135814.7,2,0,0,115091.38,0,4,494,1,0,0,0,0,0,1,0
7657,565,1,38,5,0.0,2,0,1,80630.32,0,5,441,1,0,0,0,0,1,0,0
7658,501,0,34,3,107747.57,1,1,0,9249.36,0,5,396,1,0,0,0,1,0,0,0
7659,527,0,35,8,0.0,1,1,0,98031.53,1,4,277,0,0,1,0,1,0,0,1
7660,686,1,34,9,0.0,2,1,0,127569.8,0,3,358,0,0,1,0,0,0,1,0
7661,592,1,38,0,0.0,1,1,0,65986.48,1,1,354,0,0,1,0,1,0,0,1
7662,584,0,50,1,0.0,1,0,1,152567.75,1,2,290,0,0,1,0,0,0,1,1
7663,597,1,35,9,0.0,3,0,1,73181.39,1,3,601,0,0,1,1,0,0,0,1
7664,753,0,47,1,131160.85,1,1,0,197444.69,0,3,482,0,1,0,1,0,0,0,0
7665,643,1,34,7,0.0,2,0,1,100304.13,0,5,520,1,0,0,1,0,0,0,0
7666,512,1,51,6,144953.31,1,1,1,165035.17,0,2,339,1,0,0,0,0,1,0,0
7667,671,0,38,6,132129.72,1,0,1,76068.95,0,1,593,1,0,0,0,0,0,1,0
7668,747,1,58,7,116313.57,1,1,1,190696.35,1,3,844,0,1,0,0,0,1,0,1
7669,444,0,40,5,84350.07,1,1,0,143835.76,0,2,580,1,0,0,0,1,0,0,0
7670,614,0,43,6,0.0,2,1,1,109041.53,0,1,318,1,0,0,0,0,1,0,0
7671,680,0,25,4,123816.5,1,1,1,90162.35,0,2,546,1,0,0,0,1,0,0,0
7672,551,1,31,1,0.0,2,1,1,185105.44,0,4,275,1,0,0,0,0,0,1,0
7673,682,1,36,5,0.0,2,1,1,147758.51,0,5,628,0,0,1,0,1,0,0,0
7674,641,0,51,2,117306.69,4,1,1,26912.72,1,4,300,0,1,0,1,0,0,0,1
7675,550,1,33,4,118400.91,1,0,1,13999.64,1,3,362,0,1,0,0,0,1,0,1
7676,674,0,28,3,0.0,1,1,0,51536.99,0,5,409,1,0,0,0,0,1,0,0
7677,571,1,32,5,131354.25,1,1,0,125256.53,0,1,607,1,0,0,0,0,1,0,0
7678,776,0,29,7,178171.04,2,1,1,115818.51,0,5,977,1,0,0,1,0,0,0,0
7679,613,0,43,10,120481.69,1,0,0,94875.03,1,1,333,0,1,0,1,0,0,0,1
7680,761,1,31,7,0.0,3,1,1,166698.18,0,5,753,1,0,0,0,1,0,0,0
7681,850,0,66,0,127120.62,1,0,1,118929.64,1,1,617,0,1,0,0,0,1,0,1
7682,481,0,34,5,0.0,2,1,1,125253.46,0,4,848,1,0,0,0,0,1,0,0
7683,531,1,29,3,114590.58,1,0,0,75585.48,0,5,429,1,0,0,1,0,0,0,0
7684,650,0,50,7,129667.77,1,0,0,42028.16,0,5,485,0,0,1,0,0,1,0,0
7685,466,1,29,6,0.0,2,1,1,2797.27,0,2,824,1,0,0,0,1,0,0,0
7686,802,1,40,5,0.0,2,1,1,175043.69,0,4,332,0,0,1,0,1,0,0,0
7687,655,0,46,7,137145.12,1,1,0,115146.4,1,4,591,0,1,0,0,1,0,0,1
7688,642,0,36,6,0.0,2,1,1,97938.59,0,4,285,0,0,1,0,0,1,0,0
7689,487,1,37,6,0.0,2,1,1,126477.41,0,2,701,1,0,0,0,0,0,1,0
7690,594,1,27,0,197041.8,1,0,0,151912.49,0,2,690,1,0,0,0,0,1,0,0
7691,715,0,41,8,56214.85,2,0,0,92982.61,1,4,790,1,0,0,0,1,0,0,1
7692,605,1,19,8,166133.28,1,1,1,107994.99,0,5,870,0,1,0,1,0,0,0,0
7693,543,1,42,4,89838.71,3,1,0,85983.54,1,3,660,1,0,0,1,0,0,0,1
7694,742,1,33,0,181656.51,1,1,1,107667.91,0,1,288,0,1,0,0,0,0,1,0
7695,627,0,27,2,0.0,2,1,0,125451.01,0,3,402,1,0,0,1,0,0,0,0
7696,699,1,53,4,0.0,2,0,1,111307.98,0,1,513,1,0,0,0,0,1,0,0
7697,616,0,36,6,132311.71,1,0,0,15462.84,0,2,268,0,0,1,0,0,0,1,0
7698,680,1,31,1,0.0,2,1,1,3148.2,0,2,442,1,0,0,0,1,0,0,0
7699,637,0,36,9,166939.88,1,1,1,72504.76,0,1,454,1,0,0,0,0,1,0,0
7700,490,0,48,8,155413.06,1,1,0,187921.3,0,3,319,0,0,1,0,1,0,0,0
7701,436,1,43,5,0.0,2,1,1,35687.43,0,5,557,0,0,1,1,0,0,0,0
7702,844,1,40,7,113348.14,1,1,0,31904.31,1,4,326,1,0,0,0,0,0,1,1
7703,509,1,38,2,0.0,1,0,0,168460.12,0,2,450,0,0,1,0,1,0,0,0
7704,685,1,38,4,111798.06,2,1,1,102184.66,0,2,416,0,1,0,0,0,0,1,0
7705,499,0,42,0,147187.84,1,1,1,14868.94,1,5,662,0,0,1,0,0,0,1,1
7706,711,0,29,3,130181.47,2,1,0,31811.44,0,5,719,1,0,0,0,0,0,1,0
7707,647,1,32,9,80958.36,1,1,1,128590.73,0,4,540,0,0,1,0,1,0,0,0
7708,446,1,25,3,136202.78,1,1,0,176743.51,0,4,610,0,1,0,0,1,0,0,0
7709,660,1,26,4,115021.76,1,0,1,162443.05,0,1,573,0,1,0,0,1,0,0,0
7710,726,1,31,9,0.0,2,1,1,106117.3,0,3,624,1,0,0,0,1,0,0,0
7711,717,0,22,5,112465.06,1,1,1,92977.75,0,3,250,1,0,0,1,0,0,0,0
7712,786,1,37,7,165896.22,2,1,1,66977.68,0,1,568,1,0,0,0,1,0,0,0
7713,614,1,49,1,0.0,2,1,0,192440.54,0,1,449,1,0,0,1,0,0,0,0
7714,493,1,54,3,167831.88,2,1,0,150159.95,1,5,591,1,0,0,0,0,1,0,1
7715,764,1,29,5,0.0,2,1,0,65868.28,0,4,275,0,0,1,1,0,0,0,0
7716,670,1,37,4,170557.91,2,1,0,198252.88,0,5,729,1,0,0,0,1,0,0,0
7717,695,0,36,2,0.0,2,0,1,167749.54,0,3,463,1,0,0,0,0,0,1,0
7718,738,1,37,7,140950.92,2,1,0,195333.98,0,5,865,0,1,0,0,0,0,1,0
7719,776,0,43,4,0.0,2,0,1,162137.5,0,1,228,1,0,0,1,0,0,0,0
7720,571,1,41,8,0.0,1,1,1,63736.17,0,4,681,1,0,0,0,0,0,1,0
7721,554,0,34,8,0.0,1,0,1,106981.03,0,4,539,0,0,1,1,0,0,0,0
7722,578,1,50,5,151215.34,2,1,0,169804.4,0,4,623,1,0,0,0,0,1,0,0
7723,588,1,34,6,121132.26,2,1,0,86460.28,0,3,468,0,0,1,1,0,0,0,0
7724,649,1,37,9,87374.88,2,1,1,247.36,0,1,245,1,0,0,0,0,1,0,0
7725,707,1,33,2,0.0,2,0,0,130866.95,0,4,993,1,0,0,0,1,0,0,0
7726,672,1,40,4,89025.88,2,1,0,188892.19,0,1,955,0,1,0,0,1,0,0,0
7727,498,1,42,3,152039.7,1,1,1,53445.17,1,3,790,0,1,0,0,1,0,0,1
7728,725,1,43,2,165896.0,2,1,0,130795.52,0,2,527,1,0,0,0,0,0,1,0
7729,701,0,42,6,86167.82,1,1,0,153342.38,0,5,958,1,0,0,1,0,0,0,0
7730,706,0,23,5,0.0,1,0,0,164128.41,1,2,620,1,0,0,0,1,0,0,1
7731,615,1,59,4,155766.05,1,1,1,110275.17,0,1,306,0,0,1,1,0,0,0,0
7732,516,0,47,9,128298.74,1,0,0,149614.17,1,1,630,0,1,0,0,0,0,1,1
7733,633,1,37,7,141546.35,1,1,1,124830.11,0,3,530,1,0,0,0,1,0,0,0
7734,407,1,37,1,0.0,1,1,1,49161.12,1,1,900,0,0,1,0,1,0,0,1
7735,732,0,48,4,102962.62,1,1,0,120852.85,1,3,287,0,1,0,1,0,0,0,1
7736,825,0,32,1,0.0,2,1,1,42935.15,0,1,359,0,0,1,0,0,1,0,0
7737,850,1,36,7,102800.72,1,1,1,87352.43,0,1,471,0,1,0,1,0,0,0,0
7738,684,1,35,6,135871.5,1,1,1,87219.41,0,5,353,1,0,0,1,0,0,0,0
7739,587,0,49,7,155393.98,2,1,0,13308.2,1,1,318,0,1,0,1,0,0,0,1
7740,807,0,43,0,0.0,2,0,1,85523.24,0,5,660,0,0,1,0,0,1,0,0
7741,524,1,22,9,0.0,2,1,0,74405.34,0,5,992,1,0,0,0,0,0,1,0
7742,674,1,26,6,166257.96,1,1,1,149369.41,0,1,870,1,0,0,0,0,1,0,0
7743,617,0,24,4,137295.19,2,1,1,91195.12,0,1,598,1,0,0,0,0,1,0,0
7744,616,1,31,7,76665.71,2,1,1,163809.08,0,3,468,0,0,1,0,1,0,0,0
7745,701,1,37,8,130091.5,1,1,1,120031.29,0,1,902,1,0,0,0,0,1,0,0
7746,710,1,22,8,0.0,2,0,0,99645.04,0,4,289,0,0,1,0,0,0,1,0
7747,678,0,34,6,0.0,2,1,1,124592.84,0,2,516,1,0,0,0,1,0,0,0
7748,837,1,26,4,89900.24,2,1,0,175477.03,0,2,265,1,0,0,1,0,0,0,0
7749,683,0,26,7,0.0,2,1,0,86619.77,0,4,687,1,0,0,1,0,0,0,0
7750,628,0,39,8,107553.33,1,1,0,117523.41,0,4,256,0,0,1,1,0,0,0,0
7751,790,0,31,2,151290.16,1,1,1,172437.12,0,1,790,1,0,0,1,0,0,0,0
7752,614,1,39,3,151914.93,1,0,0,56459.45,0,4,293,0,0,1,0,0,1,0,0
7753,698,0,40,8,150777.1,1,1,0,114732.62,0,3,981,0,1,0,0,1,0,0,0
7754,581,0,54,2,152508.99,1,1,0,187597.98,1,1,783,0,1,0,0,0,0,1,1
7755,535,0,50,1,140292.58,3,0,0,69531.22,1,2,315,0,0,1,0,1,0,0,1
7756,536,0,44,4,121898.82,1,0,0,131007.18,0,2,763,0,1,0,0,1,0,0,0
7757,538,1,39,2,122773.5,2,1,1,58467.08,0,5,419,0,0,1,0,0,1,0,0
